real_mdot [kg/s],real_is_choked [-],real_tank.mass [kg],real_tank.volume [m^3],real_tank.inenergy [J],real_tank.pressure [Pa],real_tank.temperature [degK],real_tank.density [kg/m^3],real_tank.sp_inenergy [J/kg],real_tank.sp_enthalpy [J/kg],atmospheric.pressure [Pa],time [s]
0.0841410090743866,1.0,0.04981047221854075,0.0037854117839999993,11210.783452361646,2018486.6342357267,71.22519879252125,13.158534674900446,225068.8048724963,378466.32854098926,101325.0,0.771
0.08394488246928963,1.0,0.04972652733607146,0.0037854117839999993,11179.013140893689,2012560.3064574709,71.14152949258201,13.136358783013572,224809.84978785092,378015.1892354824,101325.0,0.772
0.08374935000017883,1.0,0.049642777986071286,0.0037854117839999993,11147.354614505022,2006655.5943548658,71.0580174579314,13.114234545340365,224551.38625869676,377564.9371005072,101325.0,0.773
0.08355440942090253,1.0,0.04955922357665039,0.0037854117839999993,11115.807399167548,2000772.4027103863,70.97466226870289,13.092161805520071,224293.41295017206,377115.56962920097,101325.0,0.774
0.08336005849559111,1.0,0.0494758635181548,0.0037854117839999993,11084.37102322366,1994910.6368019723,70.89146350651109,13.070140407782597,224035.92853222933,376667.0843241064,101325.0,0.775
0.08316629499860369,1.0,0.049392697223156194,0.0037854117839999993,11053.045017372498,1989070.2024000296,70.80842075444507,13.048170196945792,223778.93167961336,376219.47869712656,101325.0,0.776
0.0829731167144712,1.0,0.04930972410644172,0.0037854117839999993,11021.828914656304,1983251.0057644667,70.72553359706185,13.026251018412779,223522.42107183955,375772.75026948156,101325.0,0.777
0.0827805214378425,1.0,0.04922694358500388,0.0037854117839999993,10990.722250446865,1977452.9536417436,70.64280162038007,13.004382718169266,223266.39539317234,375326.89657166466,101325.0,0.778
0.0825885069734285,1.0,0.04914435507803045,0.0037854117839999993,10959.72456243204,1971675.9532619417,70.5602244118733,12.9825651427809,223010.85333260358,374881.915143398,101325.0,0.779
0.08239707113594885,1.0,0.0490619580068945,0.0037854117839999993,10928.83539060239,1965919.9123358584,70.47780156046385,12.960798139390615,222755.79358383128,374437.80353358976,101325.0,0.78
0.08220621175007789,1.0,0.048979751795144424,0.0037854117839999993,10898.054277237874,1960184.7390521148,70.39553265651615,12.93908155571601,222501.21484523825,373994.55930029176,101325.0,0.781
0.08201592665039145,1.0,0.04889773586849403,0.0037854117839999993,10867.380766894656,1954470.3420742871,70.31341729183063,12.91741524004672,222247.11581987105,373552.18001065566,101325.0,0.782
0.08182621368131146,1.0,0.04881590965481272,0.0037854117839999993,10836.814406391984,1948776.6305380606,70.23145505963726,12.895799041241832,221993.4952154188,373110.6632408907,101325.0,0.783
